what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272317800993
executed,command,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1272317801010
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1272317801010
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272317802585
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272317814408
activated,view,org.eclipse.mylyn.tasks.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1272317824596
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1272317833297
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272317840682
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272317911226
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272318310757
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1272318310767
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272318314829
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272318324145
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272319971124
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.import",1272319971160
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.import",1272319971160
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272319978707
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272320010207
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1272320010238
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272320010529
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272320010886
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1272320016968
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272320017050
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1272320017360
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1272320017569
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272320017638
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1272320021371
started,bundle,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit",1272320022178
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272320028358
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272320055556
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1272320055765
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272320069255
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272320073058
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272320079439
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272320079650
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272320079702
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272320082396
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272320089654
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1272320093564
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272320095556
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272320097910
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1272320098048
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272320104411
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272320104483
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272320106618
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272320107938
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1272320109272
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272320130009
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272320144781
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272320144837
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272320153574
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.selectAll",1272320158637
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.selectAll",1272320160427
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.selectAll",1272320161080
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.format",1272320165642
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272320169641
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272320173324
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272320181485
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272320218647
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272320244969
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272320263417
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272320296428
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272320305474
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272320315239
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1272320319502
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1272320327436
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272320335621
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272320341700
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272320343702
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272320345814
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272320360807
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272320369600
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272320371583
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272320411708
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272320446531
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272381486894
started,bundle,org.eclipse.mylyn.java.tasks,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.java.tasks",1272381487300
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272381490529
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272381499466
started,bundle,org.eclipse.mylyn.java.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.java.ui",1272381515397
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1272381555675
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1272381605662
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1272381608796
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272381685894
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272382215470
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272382221789
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272382344749
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272382416670
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272382792625
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272382795735
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272383115803
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1272383119966
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272383127974
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272383129003
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272383137587
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272383141906
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272383144673
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272383148682
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272383168590
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1272383171022
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272383173118
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272383182132
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272383201319
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272383207565
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272383249309
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272383254484
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272383256634
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272383273848
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272384980576
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1272384986823
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.format",1272384990871
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272384993469
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1272384995050
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272384997432
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272385021121
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272385022744
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272385042223
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272385049191
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272385050014
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272385053500
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272385320679
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272385324382
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272385329016
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272385338181
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272385342556
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1272385348346
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272385353860
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272385402651
